"board","experiment_id","iteration_limit","game_index","turn_number","progress","mover","point","point_type","region","state_at_turn_start","p1_at_turn_start","p2_at_turn_start","state_at_turn_end","p1_at_turn_end","p2_at_turn_end"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S20","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S21","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S22","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S23","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S24","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S25","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S26","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S27","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S30","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S31","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S32","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S33","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S34","supply","MM","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S35","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S36","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S37","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S40","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S41","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S42","supply","ML","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S43","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S44","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S45","supply","MH","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S46","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S47","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S50","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S51","supply","HL","2","0","1","2","0","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S52","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S53","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S54","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S55","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S56","supply","HH","0","0","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S57","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S60","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S61","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S62","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S63","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S64","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S65","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S66","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S67","supply","HH","0","0","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S70","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S71","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S72","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S73","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S74","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S75","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S76","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","S77","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O00","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O01","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O02","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O03","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O04","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O05","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O06","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O10","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O11","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O12","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O13","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O14","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O15","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O16","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O20","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O21","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O22","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O23","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O24","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O25","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O26","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O30","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O31","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O32","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O33","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O34","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O35","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O36","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O40","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O41","objective","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O42","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O43","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O44","objective","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O45","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O46","objective","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O50","objective","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O51","objective","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O52","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O53","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O54","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O55","objective","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O56","objective","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O60","objective","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O61","objective","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O62","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O63","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O64","objective","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O65","objective","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","3","0.053571","1","O66","objective","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S00","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S01","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S02","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S03","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S04","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S05","supply","LH","0","1","1","0","1","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S06","supply","LH","0","0","0","2","0","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S07","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S10","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S11","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S12","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S13","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S14","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S15","supply","LH","2","0","1","2","0","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S16","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S17","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S20","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S21","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S22","supply","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S23","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S24","supply","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S25","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S26","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S27","supply","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S30","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S31","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S32","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S33","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S34","supply","MM","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S35","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S36","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S37","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S40","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S41","supply","ML","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S42","supply","ML","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S43","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S44","supply","MM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S45","supply","MH","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S46","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S47","supply","MH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S50","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S51","supply","HL","2","0","1","2","0","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S52","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S53","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S54","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S55","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S56","supply","HH","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S57","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S60","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S61","supply","HL","0","0","0","2","0","1"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S62","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S63","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S64","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S65","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S66","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S67","supply","HH","1","1","0","1","1","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S70","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S71","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S72","supply","HL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S73","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S74","supply","HM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S75","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S76","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","S77","supply","HH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O00","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O01","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O02","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O03","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O04","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O05","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O06","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O10","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O11","objective","LL","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O12","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O13","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O14","objective","LM","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O15","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O16","objective","LH","0","0","0","0","0","0"
"7x7-p84","7x7-p84-seeded-random","-1","1","4","0.071429","2","O20","objective","ML","0","0","0","0","0","0"
